candidate_id,age,years_of_experience,job_role,education,interview_platform,communication_score,vocabulary_richness,filler_words_per_min,confidence_score,eye_contact_score,posture,stress_level,avg_response_time,interview_duration,sentiment_score,performance_score,hiring_decision
CAND_E658AD,20,0,HR Manager,Associate,Zoom,82.53,0.47,4,79.56,81.99,Neutral,16.65,3.82,49,0.593,93.14,Hired
CAND_659818,29,5,Marketing Analyst,Master's,Google Meet,51.18,0.427,9,96.98,86.13,Confident,26.99,5.16,40,0.661,64.46,Rejected
CAND_3C2430,20,0,Product Manager,Bachelor's,Google Meet,55.01,0.488,6,100.0,100.0,Confident,5.32,3.7,35,0.369,62.04,Rejected
CAND_135FA1,20,0,Marketing Analyst,Associate,HireVue,43.03,0.545,12,100.0,89.03,Confident,29.91,4.88,45,0.524,58.02,Rejected
CAND_707D24,36,18,Business Analyst,Associate,Google Meet,72.76,0.643,10,94.25,,Neutral,25.54,4.61,41,0.395,77.56,Hired
CAND_BF5B9A,29,9,Marketing Analyst,PhD,HireVue,43.98,0.628,10,93.51,83.43,Confident,24.3,4.96,51,0.576,55.57,Rejected
CAND_E84444,20,0,Sales Executive,PhD,Zoom,44.61,0.561,11,69.72,76.3,Neutral,43.91,5.6,60,0.52,55.95,Rejected
CAND_C266F2,43,21,Business Analyst,Master's,Teams,49.8,0.77,12,77.23,62.87,Neutral,17.07,7.92,42,0.59,66.73,Second Round
CAND_5702CB,35,8,Software Engineer,Associate,Teams,77.07,0.503,4,100.0,,Confident,0.94,5.21,42,0.008,91.11,Hired
CAND_CFD593,40,18,Marketing Analyst,Associate,HireVue,83.86,0.774,5,100.0,77.52,Neutral,20.26,4.45,33,0.626,81.42,Second Round
CAND_E1FFD5,27,8,Product Manager,Associate,Google Meet,73.64,0.383,10,100.0,95.86,Neutral,6.14,3.93,32,0.392,75.83,Rejected
CAND_1D5C48,30,12,Data Scientist,Associate,Google Meet,66.46,0.44,13,81.06,80.38,Neutral,21.77,4.56,46,0.827,72.24,Hired
CAND_17D3AA,34,11,Software Engineer,Bachelor's,HireVue,88.55,0.379,7,100.0,93.78,Neutral,34.82,5.56,49,0.773,89.74,Hired
CAND_E6CB3D,28,8,Product Manager,Master's,Google Meet,48.56,0.689,6,83.59,77.36,Neutral,27.01,4.89,43,0.501,49.2,Rejected
CAND_9CFC04,41,15,HR Manager,Associate,HireVue,,0.811,7,92.42,83.06,Confident,7.4,3.59,46,0.273,72.42,Second Round
CAND_A0376F,31,8,Business Analyst,Bachelor's,HireVue,52.72,0.797,5,72.67,65.77,Confident,37.06,6.63,50,0.594,55.8,Rejected
CAND_9CD3EF,20,0,Data Scientist,Bachelor's,Google Meet,126.21,0.401,4,100.0,,Neutral,5.71,4.0,41,0.757,85.43,Hired
CAND_01C880,28,7,Marketing Analyst,Associate,Zoom,55.64,0.49,11,94.75,84.14,Confident,15.76,4.3,20,0.203,64.83,Rejected
CAND_BD86AD,38,19,Software Engineer,Bachelor's,HireVue,,0.653,10,95.96,79.87,Confident,26.51,4.3,54,0.538,65.3,Rejected
CAND_83E3CF,29,5,Sales Executive,Associate,Teams,52.78,0.511,9,65.52,71.35,Neutral,56.31,6.5,30,0.698,53.44,Rejected
CAND_8E490D,31,9,Product Manager,PhD,HireVue,67.36,0.529,12,91.95,,Confident,19.17,4.42,25,0.897,77.24,Hired
CAND_CE5B7D,42,20,Marketing Analyst,Associate,Teams,76.81,0.646,4,100.0,100.0,Confident,13.03,,39,0.716,83.87,Hired
CAND_F711D3,21,0,Marketing Analyst,Master's,HireVue,55.65,0.322,14,77.06,81.76,Neutral,20.35,8.07,34,0.667,54.35,Rejected
CAND_5A4DFE,27,7,Data Scientist,Master's,Zoom,78.43,0.773,9,77.33,88.1,Neutral,35.52,4.8,37,0.472,65.17,Rejected
CAND_0E84EB,33,11,UX Designer,Associate,Google Meet,54.82,0.639,14,100.0,78.75,Confident,14.27,4.72,48,0.34,75.39,Second Round
CAND_7172AC,31,8,HR Manager,Bachelor's,HireVue,69.76,0.643,10,76.03,73.88,Neutral,22.04,4.14,53,0.644,74.85,Second Round
CAND_3C379A,20,6,Product Manager,PhD,Google Meet,62.8,0.744,10,79.7,78.96,Neutral,36.93,5.5,49,0.545,68.28,Rejected
CAND_ABCFA6,39,13,Marketing Analyst,Master's,Zoom,68.4,0.421,7,99.83,70.54,Confident,,4.78,68,0.508,79.65,Hired
CAND_00327F,41,18,UX Designer,PhD,Google Meet,75.29,0.31,11,96.5,97.22,Neutral,20.59,6.59,54,0.281,84.53,Rejected
CAND_3A0E5E,26,4,Software Engineer,Bachelor's,HireVue,70.57,0.665,2,100.0,98.55,Confident,6.17,3.71,35,0.663,83.24,Second Round
CAND_F2F531,39,16,Marketing Analyst,Associate,Google Meet,39.07,,11,100.0,,Confident,13.9,3.88,51,0.898,58.57,Rejected
CAND_25F156,20,0,Data Scientist,Bachelor's,Teams,,0.592,5,74.7,65.15,Neutral,23.34,5.3,44,0.763,83.67,Hired
CAND_F82FF5,36,11,Sales Executive,PhD,HireVue,39.04,0.404,13,100.0,81.51,Confident,4.19,3.49,37,0.64,54.47,Rejected
CAND_2B517D,37,11,Data Scientist,Associate,HireVue,84.83,0.658,8,100.0,70.54,Confident,6.13,3.34,38,0.711,88.18,Hired
CAND_7FFEB7,34,11,UX Designer,Master's,Google Meet,35.27,0.412,11,95.77,,Confident,15.22,3.95,49,0.741,51.25,Rejected
CAND_58D192,48,25,Product Manager,Associate,Teams,,0.552,10,100.0,100.0,Confident,25.94,5.45,56,0.415,74.06,Rejected
CAND_C736ED,29,12,HR Manager,Master's,Zoom,64.82,0.816,10,95.42,100.0,Confident,18.88,5.88,44,0.258,68.1,Rejected
CAND_A993A4,20,0,Software Engineer,Bachelor's,Zoom,33.96,0.304,12,77.11,85.79,Neutral,12.94,4.39,39,0.271,44.26,Rejected
CAND_FC584C,31,6,UX Designer,Bachelor's,Google Meet,37.49,0.662,5,100.0,93.79,Confident,6.08,3.63,50,0.418,56.17,Rejected
CAND_A917D3,44,27,Software Engineer,Associate,Teams,,0.556,6,100.0,81.23,Confident,19.98,4.53,48,0.633,61.29,Rejected
CAND_FC0BA9,29,2,Product Manager,PhD,Teams,55.37,0.478,10,89.91,61.62,Confident,19.51,4.36,55,0.495,60.57,Rejected
CAND_55E832,31,11,Marketing Analyst,Bachelor's,Zoom,84.47,0.693,6,100.0,,Confident,3.86,4.56,48,0.863,89.84,Hired
CAND_C494E6,26,1,Data Scientist,Bachelor's,HireVue,52.89,0.778,7,83.22,69.38,Neutral,45.23,5.36,55,0.096,63.64,Rejected
CAND_AC7E70,32,7,Data Scientist,Associate,Google Meet,45.67,0.714,10,88.13,100.0,Neutral,16.74,4.63,54,0.418,55.11,Rejected
CAND_2264B0,29,4,Marketing Analyst,PhD,Google Meet,72.67,0.631,10,61.63,70.21,Confident,36.23,5.09,22,0.636,58.35,Rejected
CAND_0192D9,30,4,UX Designer,PhD,Zoom,52.81,0.5,8,100.0,72.39,Confident,6.06,4.1,49,0.835,74.72,Hired
CAND_85BB8B,28,3,UX Designer,Associate,Zoom,,0.594,7,91.91,83.65,Neutral,24.43,4.82,41,0.38,69.64,Rejected
CAND_F3FF90,26,7,Business Analyst,Master's,Zoom,22.31,0.789,13,94.64,100.0,Confident,3.9,3.46,49,0.61,55.32,Rejected
CAND_D3D48F,24,2,Marketing Analyst,Associate,HireVue,87.66,0.578,4,82.74,42.0,Confident,37.88,5.09,43,0.756,70.71,Second Round
CAND_14B7CA,37,15,Product Manager,Bachelor's,Google Meet,46.59,0.517,12,90.49,,Confident,29.4,5.01,31,0.763,59.55,Rejected
CAND_03A643,26,2,Product Manager,Associate,Zoom,66.72,0.674,11,97.38,92.41,Confident,26.64,4.49,64,0.626,88.29,Hired
CAND_1BF060,37,11,Product Manager,PhD,HireVue,44.72,0.364,13,100.0,100.0,Confident,3.66,3.77,33,0.554,60.58,Rejected
CAND_963C4E,33,9,HR Manager,PhD,Teams,43.91,0.837,7,93.81,81.5,Confident,15.58,4.56,41,0.663,58.89,Rejected
CAND_DE8546,20,0,UX Designer,Associate,Teams,64.0,0.647,13,100.0,95.81,Confident,16.53,4.27,50,0.501,72.66,Hired
CAND_78EDF5,30,7,Data Scientist,Master's,Zoom,70.2,0.753,8,55.58,42.62,Neutral,67.66,7.0,46,0.654,79.55,Hired
CAND_7CDCFC,31,6,Sales Executive,Bachelor's,HireVue,39.81,0.513,6,81.96,,Confident,21.88,,23,0.467,59.69,Rejected
CAND_44C2DC,35,11,UX Designer,Master's,Zoom,71.31,0.95,5,80.46,70.03,Confident,23.6,4.2,54,0.492,74.73,Hired
CAND_88AE37,33,10,UX Designer,Master's,Teams,60.63,0.375,8,100.0,100.0,Confident,14.1,4.59,36,0.409,72.03,Rejected
CAND_7A4AC0,37,10,Software Engineer,Master's,Teams,73.84,0.525,7,85.81,69.61,Neutral,28.93,4.91,56,0.371,77.25,Hired
CAND_A59D03,26,0,Data Scientist,Associate,HireVue,46.33,0.674,8,100.0,82.03,Confident,4.76,3.34,57,0.196,61.75,On Hold
CAND_60E7FE,20,0,Software Engineer,Bachelor's,HireVue,69.08,0.703,8,100.0,100.0,Confident,21.92,5.07,52,0.267,80.64,Hired
CAND_CCA24B,21,0,Software Engineer,Bachelor's,Google Meet,83.8,0.822,9,100.0,,Neutral,13.56,3.66,75,0.477,69.61,Hired
CAND_5423A1,29,2,Data Scientist,PhD,Zoom,47.66,0.519,11,94.18,87.64,Confident,,,55,0.426,57.9,Rejected
CAND_4B1DFC,37,18,Marketing Analyst,PhD,Teams,45.98,0.535,13,94.38,100.0,Neutral,8.25,4.08,53,0.448,52.36,Rejected
CAND_A0ED6D,21,0,Software Engineer,Associate,Google Meet,50.21,0.645,10,94.76,63.09,Confident,13.26,4.33,52,0.64,65.57,Hired
CAND_89089D,32,13,Product Manager,Master's,Google Meet,37.83,0.577,12,100.0,100.0,Confident,5.15,3.57,45,0.337,58.4,Rejected
CAND_A63B12,20,1,Business Analyst,Bachelor's,Zoom,51.05,0.615,12,98.58,81.24,Confident,22.72,,33,0.491,62.54,Rejected
CAND_F7C1D8,32,10,Sales Executive,Associate,Teams,31.06,0.712,9,55.06,47.62,Neutral,63.96,6.24,46,0.584,57.49,Rejected
CAND_CC41B5,20,0,Business Analyst,Associate,HireVue,26.4,0.495,17,100.0,75.94,Confident,14.15,4.64,40,0.454,59.69,Rejected
CAND_19D781,34,8,Software Engineer,Associate,HireVue,71.38,0.705,7,100.0,100.0,Confident,8.01,3.94,36,0.439,88.07,Hired
CAND_F85DFF,20,0,HR Manager,Associate,Google Meet,59.16,0.591,5,100.0,,Neutral,14.97,3.87,34,0.475,82.39,Rejected
CAND_C7644D,32,13,HR Manager,PhD,Google Meet,49.17,0.77,7,100.0,100.0,Confident,9.42,3.7,50,0.526,68.07,Hired
CAND_504D3B,32,13,UX Designer,PhD,Zoom,,0.535,10,75.3,60.81,Neutral,46.67,,36,0.355,58.46,Rejected
CAND_6E50AE,20,0,Business Analyst,Bachelor's,HireVue,82.29,0.801,4,81.31,89.27,Confident,44.23,,60,0.751,70.25,Rejected
CAND_67739D,20,0,Marketing Analyst,Associate,Zoom,58.81,0.528,9,100.0,,Confident,9.12,3.62,48,0.0,69.65,Rejected
CAND_3EB25B,35,15,UX Designer,Associate,HireVue,53.41,0.58,12,100.0,87.7,Neutral,4.6,3.47,58,0.442,64.94,On Hold
CAND_2566EC,38,22,Product Manager,Associate,HireVue,25.97,0.464,17,100.0,73.46,Confident,0.97,3.61,41,0.763,46.66,Rejected
CAND_050251,37,9,Software Engineer,Master's,HireVue,53.51,0.438,13,100.0,83.24,Confident,12.36,4.26,48,0.538,64.09,Rejected
CAND_14D0F0,34,10,Data Scientist,Associate,HireVue,42.94,0.302,9,81.6,78.43,Confident,31.99,,57,0.805,49.35,Rejected
CAND_A5CDFC,24,0,Business Analyst,Bachelor's,Google Meet,80.44,0.555,8,100.0,99.67,Confident,22.14,4.9,67,0.434,69.25,Hired
CAND_5E5CAD,34,15,Product Manager,PhD,HireVue,71.19,0.712,3,99.92,88.21,Confident,26.38,4.23,45,0.693,75.78,Second Round
CAND_3CC515,28,7,Sales Executive,Associate,Zoom,92.89,0.858,3,78.45,61.17,Confident,36.73,5.12,30,0.6,83.91,Rejected
CAND_254377,35,15,Product Manager,Bachelor's,Zoom,70.09,0.806,3,100.0,97.38,Confident,26.66,5.64,35,0.53,69.28,Hired
CAND_58E812,37,11,Business Analyst,Associate,Teams,65.07,0.576,9,94.3,89.06,Confident,19.1,5.06,48,0.095,72.42,Rejected
CAND_45FA15,22,0,Data Scientist,Bachelor's,Google Meet,66.58,0.597,11,95.05,98.41,Confident,18.5,4.21,30,0.732,75.05,Second Round
CAND_D7BE4A,31,10,Sales Executive,PhD,Google Meet,58.85,0.882,7,81.21,45.52,Confident,,4.17,41,0.303,74.88,Hired
CAND_4D3A68,20,0,Data Scientist,Associate,HireVue,80.04,0.742,5,100.0,89.39,Confident,7.75,,42,0.296,86.0,Hired
CAND_712C35,31,12,Product Manager,Associate,Google Meet,84.55,0.687,6,94.95,91.57,Confident,7.22,3.57,40,0.751,93.0,Hired
CAND_DBDE1A,33,7,Data Scientist,Bachelor's,Teams,44.53,0.534,13,100.0,100.0,Confident,9.93,5.29,40,0.388,66.71,Hired
CAND_EFDE0C,35,8,HR Manager,Master's,HireVue,,0.697,8,94.26,87.04,Confident,19.26,4.53,34,0.507,46.31,Rejected
CAND_14B472,32,15,Product Manager,Associate,Google Meet,61.02,0.293,13,77.58,72.3,Confident,37.25,5.85,61,0.164,74.53,Hired
CAND_8389D5,32,9,Sales Executive,Bachelor's,Google Meet,56.34,0.633,12,72.71,48.25,Neutral,62.86,7.38,49,0.812,67.61,Hired
CAND_E8AC94,34,8,Marketing Analyst,Master's,Zoom,66.04,0.651,7,100.0,79.95,Confident,17.53,4.74,41,0.719,74.13,Second Round
CAND_A68E94,32,11,Marketing Analyst,PhD,HireVue,65.78,0.531,9,100.0,100.0,Confident,21.18,4.65,41,0.295,81.06,Second Round
CAND_3728DD,60,32,Business Analyst,Associate,Teams,53.31,0.511,7,100.0,100.0,Confident,12.22,3.86,58,0.493,68.99,Hired
CAND_6328C1,27,8,Business Analyst,Associate,Zoom,23.84,0.584,11,87.17,90.92,Confident,40.24,5.28,25,0.333,62.13,Rejected
CAND_3F44E1,27,0,Software Engineer,Bachelor's,HireVue,59.49,0.817,15,83.38,83.14,Confident,25.52,4.33,68,0.268,69.41,Hired
CAND_5412C1,24,2,Business Analyst,Associate,Google Meet,56.42,0.581,5,78.5,63.42,Confident,61.16,6.28,48,0.448,62.16,Rejected
CAND_3FBD53,39,18,UX Designer,Master's,Google Meet,84.51,0.694,6,93.91,87.27,Confident,35.31,4.8,38,0.951,95.17,Hired
CAND_85414C,43,23,Product Manager,Master's,Google Meet,62.01,0.674,12,100.0,100.0,Confident,10.03,5.07,44,0.388,66.72,Second Round
CAND_87D1AC,34,15,Marketing Analyst,Bachelor's,Zoom,60.85,0.52,11,62.08,53.03,Slouched,34.86,4.83,44,0.321,60.29,Rejected
CAND_B28887,20,2,Product Manager,Master's,Google Meet,41.7,0.763,15,93.17,97.2,Neutral,20.11,4.39,49,0.336,52.03,Rejected
CAND_80960D,34,10,Data Scientist,Master's,HireVue,50.14,0.624,10,100.0,68.67,Confident,11.43,4.49,47,0.825,68.68,Hired
CAND_B19A2C,31,10,Business Analyst,Bachelor's,HireVue,42.65,0.619,13,99.51,77.56,Neutral,22.68,6.22,54,0.366,65.62,Rejected
CAND_8C0504,26,6,Software Engineer,Bachelor's,Zoom,33.92,,11,100.0,79.38,Confident,3.63,5.45,41,0.845,51.81,Rejected
CAND_D95639,29,10,Product Manager,Associate,Zoom,70.36,0.48,8,100.0,89.07,Confident,8.31,4.67,40,0.696,75.88,Hired
CAND_A11A97,25,0,Data Scientist,PhD,Teams,62.71,0.646,11,87.45,68.87,Confident,28.52,5.12,42,0.426,75.82,Rejected
CAND_5EEEC7,43,19,Software Engineer,PhD,Teams,42.65,0.471,9,83.33,,Neutral,15.14,4.08,47,0.311,55.06,Rejected
CAND_AC9DEE,26,4,Software Engineer,Master's,Teams,99.46,0.488,8,92.42,85.96,Confident,10.08,3.72,36,0.695,84.51,Second Round
CAND_5D279D,26,7,Data Scientist,Associate,Google Meet,63.94,0.746,6,93.72,84.55,Confident,19.1,4.93,51,0.604,78.45,Second Round
CAND_066B00,30,12,Sales Executive,PhD,Zoom,67.7,0.621,5,100.0,97.67,Confident,16.67,,56,0.68,86.7,Second Round
CAND_EF4023,31,4,Marketing Analyst,PhD,Google Meet,63.54,0.717,5,100.0,96.27,Confident,16.33,4.16,54,0.354,75.24,Rejected
CAND_C913FD,35,9,Sales Executive,Associate,Teams,76.92,0.722,11,100.0,100.0,Confident,5.01,3.63,53,0.412,86.41,Hired
CAND_A540D6,20,0,Product Manager,PhD,Google Meet,55.66,0.459,4,71.28,52.61,Neutral,59.49,6.61,33,0.61,58.8,Rejected
CAND_F81B7F,32,9,HR Manager,Bachelor's,Teams,74.26,0.572,4,100.0,91.16,Confident,5.87,3.62,29,0.569,93.07,Hired
CAND_ABC5F3,41,20,Marketing Analyst,Bachelor's,Teams,43.38,0.443,11,99.6,96.33,Confident,16.24,4.0,35,0.407,59.86,Rejected
CAND_0943AA,23,4,Data Scientist,Bachelor's,Google Meet,82.42,0.285,9,100.0,95.54,Confident,8.75,4.66,23,0.535,75.81,Rejected
CAND_E19549,30,8,HR Manager,Master's,Teams,53.15,0.663,8,87.68,83.87,Confident,25.17,,42,0.646,53.52,Rejected
CAND_B3E77A,39,15,UX Designer,PhD,HireVue,25.22,,6,96.18,78.12,Confident,3.64,3.23,48,0.637,38.33,Rejected
CAND_922072,25,0,Business Analyst,Master's,HireVue,66.12,0.65,9,100.0,100.0,Confident,21.78,4.64,26,0.696,83.21,Hired
CAND_8412DF,20,0,Marketing Analyst,Associate,Zoom,87.61,0.708,8,100.0,83.4,Neutral,21.66,4.51,51,0.907,84.61,Second Round
CAND_7B13E6,29,12,UX Designer,PhD,Google Meet,49.59,0.62,9,86.44,63.33,Confident,26.36,4.66,50,0.367,62.89,Rejected
CAND_38CC7D,31,8,Marketing Analyst,Master's,Google Meet,43.11,0.67,10,76.94,58.79,Neutral,36.59,,56,0.758,55.01,Rejected
CAND_85550E,30,9,Marketing Analyst,Associate,Teams,47.83,0.781,13,80.9,56.91,Neutral,21.17,5.18,36,0.203,45.06,Rejected
CAND_E0539E,42,23,Business Analyst,Bachelor's,HireVue,63.84,0.307,8,72.9,80.98,Neutral,54.63,6.15,47,0.588,66.79,Second Round
CAND_7E0379,26,3,Software Engineer,Associate,Google Meet,42.59,0.873,12,90.21,100.0,Confident,28.51,5.12,50,0.469,56.42,Rejected
CAND_E4105C,22,0,Business Analyst,Bachelor's,Google Meet,65.24,0.651,12,100.0,86.22,Confident,5.37,,65,0.634,82.89,Second Round
CAND_B128C1,21,0,Product Manager,Bachelor's,Zoom,69.14,0.614,9,95.38,99.16,Confident,36.07,,56,0.607,88.47,Hired
CAND_8DCCCD,24,0,Business Analyst,Bachelor's,Zoom,90.08,0.468,3,98.92,,Confident,21.44,4.48,34,0.719,85.02,Hired
CAND_93C2F9,20,0,Software Engineer,Bachelor's,Teams,25.97,0.57,14,93.15,87.64,Confident,24.77,4.84,52,0.709,47.21,Rejected
CAND_61E9A6,28,1,Data Scientist,Associate,HireVue,45.63,0.603,9,100.0,88.29,Neutral,15.61,5.03,35,0.573,60.89,On Hold
CAND_3B40F0,26,9,Software Engineer,Master's,Google Meet,46.71,0.528,13,86.43,,Confident,24.85,5.11,56,0.825,62.76,Rejected
CAND_960A8B,20,0,Sales Executive,Associate,Zoom,41.14,0.662,12,84.75,77.36,Neutral,27.45,,47,0.38,48.19,Rejected
CAND_3B1A86,20,3,Product Manager,Bachelor's,HireVue,64.49,,10,100.0,79.35,Confident,9.67,3.82,35,0.658,66.22,Hired
CAND_74F8D6,23,0,UX Designer,PhD,Google Meet,49.98,0.643,6,100.0,73.21,Confident,10.92,3.96,51,0.535,65.45,Second Round
CAND_72A083,28,6,Product Manager,Bachelor's,Zoom,65.68,0.646,9,100.0,96.28,Confident,8.99,3.47,53,0.639,68.88,Hired
CAND_A012F5,28,3,Business Analyst,PhD,Zoom,83.71,0.68,3,95.05,96.38,Confident,18.75,4.05,32,0.438,86.63,Hired
CAND_05CD0E,32,14,Software Engineer,Bachelor's,Google Meet,12.73,0.808,14,80.2,53.96,Confident,27.51,4.77,42,0.583,34.72,Rejected
CAND_0F31F8,20,0,Product Manager,PhD,Google Meet,44.3,0.554,11,100.0,,Confident,7.03,3.62,33,0.337,54.9,Rejected
CAND_65BE47,26,1,Business Analyst,Bachelor's,HireVue,42.11,0.782,8,100.0,64.04,Confident,16.09,3.57,41,0.577,59.22,Rejected
CAND_38BD31,22,1,Data Scientist,Associate,Teams,,0.556,8,100.0,93.61,Confident,1.16,3.25,47,0.61,80.3,Second Round
CAND_5E82FE,21,0,Software Engineer,PhD,Google Meet,81.76,0.784,9,100.0,80.51,Confident,3.28,3.34,46,0.438,91.6,Hired
CAND_FB094D,30,7,Data Scientist,Bachelor's,Zoom,61.05,0.717,8,100.0,97.27,Confident,1.36,3.3,48,0.185,85.16,Hired
CAND_FC372F,28,6,UX Designer,PhD,Zoom,80.22,0.511,5,85.62,71.84,Confident,17.05,4.42,45,0.802,75.03,Second Round
CAND_572D61,21,0,Data Scientist,Bachelor's,Google Meet,,0.679,14,100.0,,Confident,7.73,3.63,56,0.476,48.77,Rejected
CAND_B33BC0,20,1,UX Designer,Associate,Zoom,66.42,0.609,6,93.2,89.18,Neutral,21.33,4.74,57,0.661,70.54,Hired
CAND_618DDD,26,2,Marketing Analyst,Bachelor's,Zoom,38.23,0.621,8,100.0,,Confident,22.32,4.42,39,0.673,58.48,Rejected
CAND_2FA19C,35,16,Data Scientist,Master's,Google Meet,57.85,0.588,6,92.02,79.02,Confident,31.51,5.34,56,0.447,65.89,Rejected
CAND_B1DB17,39,21,Product Manager,PhD,Google Meet,64.13,0.772,8,100.0,,Confident,8.77,3.19,39,0.305,71.92,Rejected
CAND_595707,31,8,Business Analyst,PhD,Teams,68.58,0.308,7,74.23,53.93,Confident,42.92,5.86,40,0.695,66.73,Hired
CAND_9B64CB,30,4,Data Scientist,Bachelor's,Zoom,63.4,0.427,9,100.0,81.82,Confident,16.85,4.65,45,0.79,70.49,Second Round
CAND_4F7721,31,13,Software Engineer,Bachelor's,HireVue,74.85,0.715,5,100.0,100.0,Confident,5.8,4.09,39,0.359,84.0,Second Round
CAND_217CAE,20,0,Software Engineer,Bachelor's,HireVue,90.06,0.573,6,100.0,100.0,Confident,,3.65,44,0.596,96.96,Hired
CAND_591FBF,32,11,Software Engineer,Master's,HireVue,47.59,0.239,11,92.07,,Confident,23.92,4.73,54,0.278,61.48,Rejected
CAND_619052,20,0,Product Manager,Master's,Teams,76.42,0.377,4,100.0,77.46,Confident,25.54,4.52,35,0.453,86.85,Hired
CAND_30417C,37,20,Business Analyst,Master's,Zoom,61.8,0.809,11,83.6,94.77,Confident,30.21,5.28,46,0.472,60.96,Rejected
CAND_2198C7,34,19,Product Manager,PhD,Google Meet,148.31,0.229,0,99.02,79.94,Confident,17.64,4.22,34,0.339,92.07,Hired
CAND_C3825F,23,3,Software Engineer,Bachelor's,HireVue,140.08,0.805,1,80.1,89.15,Confident,23.31,5.1,46,0.468,88.37,Hired
CAND_2D57DE,34,11,Marketing Analyst,Master's,HireVue,43.37,0.773,9,75.05,74.63,Neutral,33.71,4.75,47,0.912,48.34,Rejected
CAND_6DD543,37,17,Sales Executive,PhD,Teams,,0.697,9,74.85,94.27,Neutral,36.77,5.39,45,0.264,71.78,Hired
CAND_F5EB2B,32,10,Product Manager,Master's,Teams,68.67,0.445,12,73.38,60.8,Neutral,25.6,4.42,30,0.524,73.83,Rejected
CAND_FAD9FC,24,4,Data Scientist,Bachelor's,Zoom,74.98,0.615,8,100.0,88.3,Neutral,15.38,3.93,44,0.167,98.96,Hired
CAND_10C20D,32,14,Software Engineer,Associate,Zoom,87.6,0.705,4,100.0,92.05,Confident,23.06,4.5,59,0.57,85.18,Second Round
CAND_437F5E,32,14,HR Manager,PhD,Teams,70.28,0.93,5,100.0,68.01,Confident,1.1,3.27,43,0.436,76.98,Hired
CAND_9993B4,27,7,HR Manager,Associate,HireVue,26.13,0.533,12,84.63,55.3,Confident,39.23,5.54,48,0.342,60.12,Rejected
CAND_8BFE75,30,8,Software Engineer,PhD,Google Meet,57.89,0.544,8,93.83,74.12,Confident,26.92,4.68,41,0.712,66.27,Hired
CAND_67F1B0,43,20,Business Analyst,Associate,Google Meet,59.47,0.503,5,100.0,93.34,Confident,6.7,5.25,47,0.485,66.38,Second Round
CAND_3E2B99,28,4,Data Scientist,Master's,HireVue,82.11,0.506,4,100.0,50.11,Confident,16.04,4.46,25,0.572,75.86,Hired
CAND_816E7C,40,15,UX Designer,Master's,HireVue,50.41,0.895,10,80.37,44.17,Confident,22.27,4.99,44,0.684,58.43,Rejected
CAND_B9877E,20,3,Software Engineer,Master's,HireVue,53.92,0.45,8,99.32,58.87,Confident,15.57,3.72,51,0.575,70.58,Hired
CAND_A7306B,28,8,Product Manager,Bachelor's,Google Meet,63.24,0.568,8,92.35,66.98,Confident,25.17,4.69,48,0.625,68.78,Rejected
CAND_856373,22,0,Software Engineer,Master's,Zoom,56.32,0.666,10,75.44,59.32,Slouched,35.58,4.7,34,0.446,61.91,Rejected
CAND_F655A4,23,6,Data Scientist,PhD,Teams,73.68,0.384,9,89.34,79.79,Confident,22.25,5.1,47,0.555,81.16,Hired
CAND_9FD77F,20,4,Software Engineer,Master's,Teams,58.67,,18,86.25,68.82,Confident,18.33,4.31,61,0.354,75.98,Rejected
CAND_2F553A,28,8,Data Scientist,Master's,Zoom,59.33,0.507,7,97.41,89.0,Confident,22.16,4.51,50,0.441,78.88,Hired
CAND_90AEBD,20,0,Data Scientist,Associate,Zoom,68.4,0.551,11,100.0,62.11,Confident,14.15,3.84,50,0.538,72.48,Rejected
CAND_4D4ADD,31,9,HR Manager,Bachelor's,Zoom,59.4,,4,58.14,34.14,Slouched,43.3,5.59,34,0.37,59.72,Rejected
CAND_AA7E9D,33,9,Business Analyst,PhD,Zoom,59.76,0.43,7,100.0,67.12,Confident,5.61,3.79,43,0.385,75.09,Hired
CAND_A8DFF3,34,17,Sales Executive,Associate,Teams,62.87,0.568,16,90.63,86.42,Confident,28.63,5.89,33,0.28,62.3,Rejected
CAND_B85439,28,5,Software Engineer,Bachelor's,Google Meet,44.8,0.904,15,100.0,85.87,Confident,16.19,3.77,40,0.636,59.4,On Hold
CAND_ECF0C8,25,6,UX Designer,Bachelor's,HireVue,36.42,0.404,13,67.84,57.36,Neutral,47.61,7.31,50,0.354,46.52,Rejected
CAND_FF5BE1,42,23,Sales Executive,Master's,Google Meet,41.17,0.65,9,75.99,56.75,Neutral,41.36,5.72,53,0.239,49.96,Rejected
CAND_72BC00,37,13,Software Engineer,Bachelor's,Teams,,0.653,7,81.97,86.4,Neutral,23.67,5.01,66,0.55,43.47,Rejected
CAND_5509F7,52,27,Product Manager,Bachelor's,Zoom,36.62,0.634,13,57.34,44.84,Neutral,55.14,6.14,42,0.365,41.66,Rejected
CAND_80B935,24,6,Marketing Analyst,Master's,Teams,54.92,0.313,10,91.95,87.19,Confident,21.1,3.94,63,0.426,64.11,Rejected
CAND_AFA506,35,9,Software Engineer,PhD,Zoom,61.35,0.416,10,100.0,,Confident,17.58,4.28,33,0.617,70.96,Hired
CAND_32EBBC,34,11,Marketing Analyst,Master's,Teams,73.06,0.313,10,100.0,76.14,Confident,12.68,4.41,49,0.885,80.87,Second Round
